route,trip_id,Datetime,city,state,Latitude,Longitude
Dallas_Salt Lake City,Trip_11,2022-06-24 03:26:23.738059,Dallas,Texas,32.7935,-96.7667
Portland_Los Angeles,Trip_12,2022-06-24 09:12:31.223426,Modesto,California,37.6375,-121.0028
San Francisco_Salt Lake City,Trip_15,2022-06-24 10:23:07.308009,Salt Lake City,Utah,40.7776,-111.9311
Chicago_Dallas,Trip_15,2022-06-24 10:42:38.059610,St. Louis,Missouri,38.6359,-90.2451
Phoenix_San Antonio,Trip_12,2022-06-24 10:59:46.801666,Junction,Texas,30.4906,-99.7726
San Francisco_Salt Lake City,Trip_15,2022-06-24 11:52:13.634535,Salt Lake City,Utah,40.7776,-111.9311
Dallas_Salt Lake City,Trip_12,2022-06-24 18:35:06.961715,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_12,2022-06-24 21:40:29.544071,Sonora,Texas,30.5707,-100.6423
Portland_Los Angeles,Trip_12,2022-06-24 23:39:40.060892,Merced,California,37.3057,-120.4779
Dallas_Salt Lake City,Trip_12,2022-06-25 05:42:53.108107,Oklahoma City,Oklahoma,35.4676,-97.5136
San Francisco_Salt Lake City,Trip_15,2022-06-25 06:24:29.208506,Wendover,Utah,40.7241,-114.025
Chicago_Dallas,Trip_15,2022-06-25 06:49:51.481192,Springfield,Illinois,39.7709,-89.654
Portland_Los Angeles,Trip_12,2022-06-25 08:28:38.617383,Fresno,California,36.783,-119.7939
Phoenix_San Antonio,Trip_12,2022-06-25 08:31:51.564011,Ozona,Texas,30.7074,-101.206
San Francisco_Salt Lake City,Trip_15,2022-06-25 20:05:42.720426,Elko,Nevada,40.8381,-115.7678
Dallas_Salt Lake City,Trip_12,2022-06-25 20:51:19.570870,Wichita,Kansas,37.6895,-97.3443
Chicago_Dallas,Trip_15,2022-06-26 00:05:35.295209,Bloomington,Illinois,40.4757,-88.9703
Phoenix_San Antonio,Trip_12,2022-06-26 00:59:04.089890,Fort Stockton,Texas,30.8926,-102.8842
Dallas_Salt Lake City,Trip_12,2022-06-26 03:38:43.442967,Salina,Kansas,38.8136,-97.6143
Portland_Los Angeles,Trip_12,2022-06-26 03:47:11.276583,Bakersfield,California,35.3529,-119.0359
Phoenix_San Antonio,Trip_12,2022-06-26 09:55:36.150751,Van Horn,Texas,31.0407,-104.8341
Portland_Los Angeles,Trip_12,2022-06-26 14:35:18.750837,Los Angeles,California,34.1141,-118.4068
Chicago_Dallas,Trip_16,2022-06-26 15:21:48.458556,Chicago,Illinois,41.8375,-87.6866
Chicago_Dallas,Trip_15,2022-06-26 15:21:48.458556,Chicago,Illinois,41.8375,-87.6866
Portland_Los Angeles,Trip_12,2022-06-26 19:32:39.555412,Los Angeles,California,34.1141,-118.4068
Dallas_Salt Lake City,Trip_12,2022-06-26 19:44:10.945561,Hays,Kansas,38.8821,-99.3221
Phoenix_San Antonio,Trip_12,2022-06-26 20:34:16.279232,El Paso,Texas,31.8476,-106.43
Portland_Los Angeles,Trip_12,2022-06-27 02:14:20.110611,Santa Clarita,California,34.4175,-118.4964
Chicago_Dallas,Trip_16,2022-06-27 03:44:50.817909,Bloomington,Illinois,40.4757,-88.9703
Dallas_Salt Lake City,Trip_12,2022-06-27 05:09:20.858397,Colby,Kansas,39.3848,-101.0452
San Francisco_Salt Lake City,Trip_15,2022-06-27 08:44:52.110000,Fernley,Nevada,39.5627,-119.1906
Phoenix_San Antonio,Trip_12,2022-06-27 09:49:19.398493,Las Cruces,New Mexico,32.3265,-106.7893
San Francisco_Salt Lake City,Trip_15,2022-06-27 14:01:20.667829,Reno,Nevada,39.5497,-119.8483
Phoenix_San Antonio,Trip_12,2022-06-27 15:00:26.418037,Deming,New Mexico,32.2631,-107.7525
Portland_Los Angeles,Trip_12,2022-06-27 18:18:53.325997,Bakersfield,California,35.3529,-119.0359
Chicago_Dallas,Trip_16,2022-06-27 21:18:49.371229,Springfield,Illinois,39.7709,-89.654
San Francisco_Salt Lake City,Trip_15,2022-06-28 00:00:00.557862,Truckee,California,39.3455,-120.1848
Dallas_Salt Lake City,Trip_12,2022-06-28 00:30:44.204518,Denver,Colorado,39.762,-104.8758
Portland_Los Angeles,Trip_12,2022-06-28 05:07:22.242432,Fresno,California,36.783,-119.7939
Phoenix_San Antonio,Trip_12,2022-06-28 09:21:32.590953,Lordsburg,New Mexico,32.3438,-108.7021
Portland_Los Angeles,Trip_12,2022-06-28 12:13:21.253352,Merced,California,37.3057,-120.4779
Chicago_Dallas,Trip_16,2022-06-28 14:34:01.226626,St. Louis,Missouri,38.6359,-90.2451
Phoenix_San Antonio,Trip_12,2022-06-28 15:28:55.888536,Willcox,Arizona,32.2515,-109.8359
San Francisco_Salt Lake City,Trip_15,2022-06-28 17:42:55.643957,Auburn,California,38.895,-121.0777
Dallas_Salt Lake City,Trip_12,2022-06-28 19:40:09.789603,Cheyenne,Wyoming,41.135,-104.7902
Phoenix_San Antonio,Trip_12,2022-06-28 23:14:20.593085,Benson,Arizona,31.9157,-110.3257
San Francisco_Salt Lake City,Trip_15,2022-06-29 00:37:06.178931,Sacramento,California,38.5677,-121.4685
Chicago_Dallas,Trip_16,2022-06-29 00:54:26.001381,Rolla,Missouri,37.9459,-91.7607
Phoenix_San Antonio,Trip_12,2022-06-29 04:17:00.856424,Tucson,Arizona,32.1541,-110.8787
Portland_Los Angeles,Trip_12,2022-06-29 05:20:53.467514,Modesto,California,37.6375,-121.0028
Dallas_Salt Lake City,Trip_12,2022-06-29 05:27:43.737240,Laramie,Wyoming,41.3099,-105.6085
San Francisco_Salt Lake City,Trip_15,2022-06-29 09:21:01.375356,Davis,California,38.5553,-121.737
San Francisco_Salt Lake City,Trip_15,2022-06-29 13:32:42.129384,Vacaville,California,38.3587,-121.9673
Dallas_Salt Lake City,Trip_12,2022-06-29 13:43:54.511048,Rawlins,Wyoming,41.7849,-107.2265
Chicago_Dallas,Trip_16,2022-06-29 16:08:13.513522,Springfield,Missouri,37.1943,-93.2916
Phoenix_San Antonio,Trip_13,2022-06-29 18:53:42.046088,Phoenix,Arizona,33.5722,-112.0892
San Francisco_Salt Lake City,Trip_15,2022-06-29 19:07:04.260234,Fairfield,California,38.2583,-122.0335
Portland_Los Angeles,Trip_12,2022-06-29 21:50:10.604964,Sacramento,California,38.5677,-121.4685
Phoenix_San Antonio,Trip_13,2022-06-30 04:38:19.353426,Tucson,Arizona,32.1541,-110.8787
Portland_Los Angeles,Trip_12,2022-06-30 07:46:10.498237,Chico,California,39.7578,-121.8161
San Francisco_Salt Lake City,Trip_15,2022-06-30 08:02:21.746003,Oakland,California,37.7904,-122.2166
Chicago_Dallas,Trip_16,2022-06-30 10:03:20.359522,Joplin,Missouri,37.0757,-94.5018
San Francisco_Salt Lake City,Trip_16,2022-06-30 11:33:47.180517,San Francisco,California,37.7558,-122.4449
San Francisco_Salt Lake City,Trip_15,2022-06-30 11:33:47.180517,San Francisco,California,37.7558,-122.4449
Phoenix_San Antonio,Trip_13,2022-06-30 15:18:07.839881,Benson,Arizona,31.9157,-110.3257
Portland_Los Angeles,Trip_12,2022-06-30 17:24:48.583249,Redding,California,40.5698,-122.365
Phoenix_San Antonio,Trip_13,2022-06-30 20:23:49.421279,Willcox,Arizona,32.2515,-109.8359
Chicago_Dallas,Trip_16,2022-06-30 22:06:02.140270,Tulsa,Oklahoma,36.1283,-95.9042
Dallas_Salt Lake City,Trip_12,2022-07-01 00:19:35.129388,Salt Lake City,Utah,40.7776,-111.9311
San Francisco_Salt Lake City,Trip_16,2022-07-01 03:19:05.268245,Oakland,California,37.7904,-122.2166
Dallas_Salt Lake City,Trip_12,2022-07-01 04:37:52.068289,Salt Lake City,Utah,40.7776,-111.9311
Portland_Los Angeles,Trip_12,2022-07-01 09:58:19.606367,Yreka,California,41.7291,-122.6312
Phoenix_San Antonio,Trip_13,2022-07-01 10:05:02.945834,Lordsburg,New Mexico,32.3438,-108.7021
San Francisco_Salt Lake City,Trip_16,2022-07-01 15:52:27.485773,Fairfield,California,38.2583,-122.0335
Phoenix_San Antonio,Trip_13,2022-07-01 16:00:21.617197,Deming,New Mexico,32.2631,-107.7525
Chicago_Dallas,Trip_16,2022-07-01 16:06:07.774366,Oklahoma City,Oklahoma,35.4676,-97.5136
Dallas_Salt Lake City,Trip_12,2022-07-01 16:23:15.290206,Evanston,Wyoming,41.2602,-110.9646
Portland_Los Angeles,Trip_12,2022-07-01 18:32:17.494983,Ashland,Oregon,42.1905,-122.6992
Portland_Los Angeles,Trip_12,2022-07-02 05:49:02.102369,Medford,Oregon,42.3372,-122.854
San Francisco_Salt Lake City,Trip_16,2022-07-02 06:44:35.318852,Vacaville,California,38.3587,-121.9673
Dallas_Salt Lake City,Trip_12,2022-07-02 07:05:12.976960,Rock Springs,Wyoming,41.5947,-109.2209
Chicago_Dallas,Trip_16,2022-07-02 08:17:39.730468,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_13,2022-07-02 15:19:35.493563,El Paso,Texas,31.8476,-106.43
Portland_Los Angeles,Trip_12,2022-07-02 22:43:36.213688,Roseburg,Oregon,43.2231,-123.352
San Francisco_Salt Lake City,Trip_16,2022-07-02 23:05:36.139296,Davis,California,38.5553,-121.737
Chicago_Dallas,Trip_16,2022-07-03 01:20:24.052270,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_12,2022-07-03 03:53:30.602431,Rawlins,Wyoming,41.7849,-107.2265
Portland_Los Angeles,Trip_12,2022-07-03 05:22:08.178773,Eugene,Oregon,44.0564,-123.1174
Phoenix_San Antonio,Trip_13,2022-07-03 08:12:26.076250,Van Horn,Texas,31.0407,-104.8341
San Francisco_Salt Lake City,Trip_16,2022-07-03 08:18:35.014148,Sacramento,California,38.5677,-121.4685
Portland_Los Angeles,Trip_12,2022-07-03 09:27:38.964441,Salem,Oregon,44.9233,-123.0244
Chicago_Dallas,Trip_16,2022-07-03 10:41:20.169523,Dallas,Texas,32.7935,-96.7667
Chicago_Dallas,Trip_16,2022-07-03 18:54:49.763061,Denton,Texas,33.2175,-97.1418
Dallas_Salt Lake City,Trip_12,2022-07-03 19:48:24.328372,Laramie,Wyoming,41.3099,-105.6085
San Francisco_Salt Lake City,Trip_16,2022-07-03 20:23:59.055066,Auburn,California,38.895,-121.0777
Portland_Los Angeles,Trip_13,2022-07-03 22:44:33.020446,Portland,Oregon,45.5371,-122.65
Portland_Los Angeles,Trip_12,2022-07-03 22:44:33.020446,Portland,Oregon,45.5371,-122.65
Phoenix_San Antonio,Trip_13,2022-07-04 01:48:27.431322,Fort Stockton,Texas,30.8926,-102.8842
San Francisco_Salt Lake City,Trip_16,2022-07-04 05:37:17.324048,Truckee,California,39.3455,-120.1848
Portland_Los Angeles,Trip_13,2022-07-04 08:59:58.811409,Salem,Oregon,44.9233,-123.0244
Dallas_Salt Lake City,Trip_12,2022-07-04 10:27:33.032096,Cheyenne,Wyoming,41.135,-104.7902
San Francisco_Salt Lake City,Trip_16,2022-07-04 10:40:08.347092,Reno,Nevada,39.5497,-119.8483
Phoenix_San Antonio,Trip_13,2022-07-04 13:13:34.506791,Ozona,Texas,30.7074,-101.206
San Francisco_Salt Lake City,Trip_16,2022-07-04 14:49:47.298875,Fernley,Nevada,39.5627,-119.1906
Phoenix_San Antonio,Trip_13,2022-07-04 17:07:05.550742,Sonora,Texas,30.5707,-100.6423
Portland_Los Angeles,Trip_13,2022-07-04 18:11:25.599719,Eugene,Oregon,44.0564,-123.1174
Chicago_Dallas,Trip_16,2022-07-04 19:25:13.299540,Oklahoma City,Oklahoma,35.4676,-97.5136
San Francisco_Salt Lake City,Trip_16,2022-07-04 23:00:09.856469,Winnemucca,Nevada,40.9645,-117.7247
Dallas_Salt Lake City,Trip_12,2022-07-05 03:49:48.060619,Denver,Colorado,39.762,-104.8758
Chicago_Dallas,Trip_16,2022-07-05 07:05:34.437665,Tulsa,Oklahoma,36.1283,-95.9042
Phoenix_San Antonio,Trip_13,2022-07-05 09:16:26.918549,Junction,Texas,30.4906,-99.7726
Portland_Los Angeles,Trip_13,2022-07-05 10:57:59.156837,Roseburg,Oregon,43.2231,-123.352
San Francisco_Salt Lake City,Trip_16,2022-07-05 13:18:24.098123,Elko,Nevada,40.8381,-115.7678
Phoenix_San Antonio,Trip_13,2022-07-05 18:40:31.919197,Kerrville,Texas,30.0398,-99.132
Chicago_Dallas,Trip_16,2022-07-05 21:47:45.279037,Joplin,Missouri,37.0757,-94.5018
San Francisco_Salt Lake City,Trip_16,2022-07-06 00:26:21.261343,Wendover,Utah,40.7241,-114.025
Phoenix_San Antonio,Trip_13,2022-07-06 02:32:36.935833,Boerne,Texas,29.7847,-98.7292
Portland_Los Angeles,Trip_13,2022-07-06 04:52:03.736169,Medford,Oregon,42.3372,-122.854
Chicago_Dallas,Trip_16,2022-07-06 06:55:58.551243,Springfield,Missouri,37.1943,-93.2916
Dallas_Salt Lake City,Trip_12,2022-07-06 07:07:08.020075,Colby,Kansas,39.3848,-101.0452
Phoenix_San Antonio,Trip_13,2022-07-06 15:12:21.231225,San Antonio,Texas,29.4632,-98.5238
Portland_Los Angeles,Trip_13,2022-07-06 19:24:55.410182,Ashland,Oregon,42.1905,-122.6992
San Francisco_Salt Lake City,Trip_16,2022-07-06 19:29:01.725413,Salt Lake City,Utah,40.7776,-111.9311
San Francisco_Salt Lake City,Trip_16,2022-07-06 20:22:17.849884,Salt Lake City,Utah,40.7776,-111.9311
Chicago_Dallas,Trip_16,2022-07-06 23:12:20.281211,Rolla,Missouri,37.9459,-91.7607
Phoenix_San Antonio,Trip_13,2022-07-06 23:19:48.473181,San Antonio,Texas,29.4632,-98.5238
Phoenix_San Antonio,Trip_13,2022-07-07 02:57:35.230201,Boerne,Texas,29.7847,-98.7292
San Francisco_Salt Lake City,Trip_16,2022-07-07 11:06:41.785654,Wendover,Utah,40.7241,-114.025
Phoenix_San Antonio,Trip_13,2022-07-07 12:12:40.517758,Kerrville,Texas,30.0398,-99.132
Dallas_Salt Lake City,Trip_12,2022-07-07 12:36:20.699485,Salina,Kansas,38.8136,-97.6143
Chicago_Dallas,Trip_16,2022-07-07 12:49:07.255330,St. Louis,Missouri,38.6359,-90.2451
Chicago_Dallas,Trip_16,2022-07-07 18:29:45.715671,Springfield,Illinois,39.7709,-89.654
Dallas_Salt Lake City,Trip_12,2022-07-07 18:45:27.179103,Wichita,Kansas,37.6895,-97.3443
San Francisco_Salt Lake City,Trip_16,2022-07-07 23:11:53.185832,Elko,Nevada,40.8381,-115.7678
Portland_Los Angeles,Trip_13,2022-07-08 01:30:16.978353,Redding,California,40.5698,-122.365
Chicago_Dallas,Trip_16,2022-07-08 03:51:27.802900,Bloomington,Illinois,40.4757,-88.9703
Phoenix_San Antonio,Trip_13,2022-07-08 04:38:23.094053,Junction,Texas,30.4906,-99.7726
San Francisco_Salt Lake City,Trip_16,2022-07-08 11:02:13.008651,Winnemucca,Nevada,40.9645,-117.7247
Portland_Los Angeles,Trip_13,2022-07-08 15:09:58.275292,Chico,California,39.7578,-121.8161
Phoenix_San Antonio,Trip_13,2022-07-08 15:13:57.512795,Sonora,Texas,30.5707,-100.6423
Dallas_Salt Lake City,Trip_12,2022-07-08 17:44:41.616336,Oklahoma City,Oklahoma,35.4676,-97.5136
Chicago_Dallas,Trip_17,2022-07-08 18:13:00.776234,Chicago,Illinois,41.8375,-87.6866
Chicago_Dallas,Trip_16,2022-07-08 18:13:00.776234,Chicago,Illinois,41.8375,-87.6866
Portland_Los Angeles,Trip_13,2022-07-09 02:37:59.747991,Sacramento,California,38.5677,-121.4685
Phoenix_San Antonio,Trip_13,2022-07-09 04:41:39.095735,Ozona,Texas,30.7074,-101.206
Dallas_Salt Lake City,Trip_12,2022-07-09 06:13:00.178488,Denton,Texas,33.2175,-97.1418
Chicago_Dallas,Trip_17,2022-07-09 08:24:12.415344,Bloomington,Illinois,40.4757,-88.9703
Portland_Los Angeles,Trip_13,2022-07-09 12:59:24.499821,Stockton,California,37.9765,-121.3109
San Francisco_Salt Lake City,Trip_16,2022-07-09 14:09:24.292013,Reno,Nevada,39.5497,-119.8483
Chicago_Dallas,Trip_17,2022-07-09 14:31:24.707363,Springfield,Illinois,39.7709,-89.654
Dallas_Salt Lake City,Trip_12,2022-07-09 16:48:14.899669,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_13,2022-07-09 16:48:14.899669,Dallas,Texas,32.7935,-96.7667
Phoenix_San Antonio,Trip_13,2022-07-09 22:27:16.361844,Fort Stockton,Texas,30.8926,-102.8842
Dallas_Salt Lake City,Trip_13,2022-07-10 02:44:09.636698,Denton,Texas,33.2175,-97.1418
Portland_Los Angeles,Trip_13,2022-07-10 05:13:23.168101,Modesto,California,37.6375,-121.0028
Chicago_Dallas,Trip_17,2022-07-10 07:24:17.413687,St. Louis,Missouri,38.6359,-90.2451
Phoenix_San Antonio,Trip_13,2022-07-10 09:41:58.133738,Van Horn,Texas,31.0407,-104.8341
San Francisco_Salt Lake City,Trip_16,2022-07-10 11:55:38.554114,Auburn,California,38.895,-121.0777
Portland_Los Angeles,Trip_13,2022-07-10 16:41:24.710601,Fresno,California,36.783,-119.7939
Chicago_Dallas,Trip_17,2022-07-10 17:20:41.738003,Rolla,Missouri,37.9459,-91.7607
San Francisco_Salt Lake City,Trip_16,2022-07-10 23:24:31.632308,Sacramento,California,38.5677,-121.4685
Phoenix_San Antonio,Trip_13,2022-07-10 23:56:15.649608,El Paso,Texas,31.8476,-106.43
Dallas_Salt Lake City,Trip_13,2022-07-11 01:50:34.162973,Oklahoma City,Oklahoma,35.4676,-97.5136
Chicago_Dallas,Trip_17,2022-07-11 05:30:32.892204,Springfield,Missouri,37.1943,-93.2916
Portland_Los Angeles,Trip_13,2022-07-11 06:47:37.373066,Bakersfield,California,35.3529,-119.0359
San Francisco_Salt Lake City,Trip_16,2022-07-11 12:17:31.878558,Davis,California,38.5553,-121.737
Phoenix_San Antonio,Trip_13,2022-07-11 13:00:04.185015,Las Cruces,New Mexico,32.3265,-106.7893
San Francisco_Salt Lake City,Trip_16,2022-07-11 13:45:29.355607,Vacaville,California,38.3587,-121.9673
Dallas_Salt Lake City,Trip_13,2022-07-11 15:41:56.584283,Wichita,Kansas,37.6895,-97.3443
Portland_Los Angeles,Trip_13,2022-07-11 18:29:40.345800,Santa Clarita,California,34.4175,-118.4964
Chicago_Dallas,Trip_17,2022-07-11 20:39:56.721335,Joplin,Missouri,37.0757,-94.5018
Dallas_Salt Lake City,Trip_13,2022-07-11 22:43:14.400915,Salina,Kansas,38.8136,-97.6143
Phoenix_San Antonio,Trip_13,2022-07-12 00:29:50.865233,Deming,New Mexico,32.2631,-107.7525
San Francisco_Salt Lake City,Trip_16,2022-07-12 04:12:26.425418,Fairfield,California,38.2583,-122.0335
Dallas_Salt Lake City,Trip_13,2022-07-12 05:42:46.715137,Hays,Kansas,38.8821,-99.3221
Portland_Los Angeles,Trip_13,2022-07-12 08:14:14.467083,Los Angeles,California,34.1141,-118.4068
Phoenix_San Antonio,Trip_13,2022-07-12 15:43:54.074405,Lordsburg,New Mexico,32.3438,-108.7021
San Francisco_Salt Lake City,Trip_16,2022-07-12 15:55:49.878428,Oakland,California,37.7904,-122.2166
Portland_Los Angeles,Trip_13,2022-07-12 17:33:23.741115,Los Angeles,California,34.1141,-118.4068
Dallas_Salt Lake City,Trip_13,2022-07-12 19:03:16.337872,Colby,Kansas,39.3848,-101.0452
Chicago_Dallas,Trip_17,2022-07-12 20:15:53.179324,Oklahoma City,Oklahoma,35.4676,-97.5136
San Francisco_Salt Lake City,Trip_16,2022-07-12 21:28:16.964470,San Francisco,California,37.7558,-122.4449
San Francisco_Salt Lake City,Trip_17,2022-07-12 21:28:16.964470,San Francisco,California,37.7558,-122.4449
Portland_Los Angeles,Trip_13,2022-07-13 02:34:25.767447,Santa Clarita,California,34.4175,-118.4964
Phoenix_San Antonio,Trip_13,2022-07-13 03:09:51.147632,Willcox,Arizona,32.2515,-109.8359
San Francisco_Salt Lake City,Trip_17,2022-07-13 09:43:05.950921,Oakland,California,37.7904,-122.2166
Chicago_Dallas,Trip_17,2022-07-13 11:17:26.837308,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_13,2022-07-13 15:14:15.681792,Benson,Arizona,31.9157,-110.3257
Chicago_Dallas,Trip_17,2022-07-13 17:41:41.789508,Dallas,Texas,32.7935,-96.7667
Portland_Los Angeles,Trip_13,2022-07-13 17:50:17.415976,Bakersfield,California,35.3529,-119.0359
Phoenix_San Antonio,Trip_13,2022-07-13 20:30:10.740177,Tucson,Arizona,32.1541,-110.8787
San Francisco_Salt Lake City,Trip_17,2022-07-13 22:20:42.696017,Fairfield,California,38.2583,-122.0335
Dallas_Salt Lake City,Trip_13,2022-07-13 23:19:43.215862,Denver,Colorado,39.762,-104.8758
Chicago_Dallas,Trip_17,2022-07-13 23:25:18.765394,Dallas,Texas,32.7935,-96.7667
San Francisco_Salt Lake City,Trip_17,2022-07-14 02:28:57.296533,Vacaville,California,38.3587,-121.9673
Portland_Los Angeles,Trip_13,2022-07-14 08:12:19.018371,Fresno,California,36.783,-119.7939
San Francisco_Salt Lake City,Trip_17,2022-07-14 09:11:56.469731,Davis,California,38.5553,-121.737
Chicago_Dallas,Trip_17,2022-07-14 13:01:43.712151,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_13,2022-07-14 14:25:57.654151,Phoenix,Arizona,33.5722,-112.0892
Dallas_Salt Lake City,Trip_13,2022-07-14 15:57:16.873983,Cheyenne,Wyoming,41.135,-104.7902
San Francisco_Salt Lake City,Trip_17,2022-07-14 20:24:11.019710,Sacramento,California,38.5677,-121.4685
Portland_Los Angeles,Trip_13,2022-07-15 02:22:08.356533,Merced,California,37.3057,-120.4779
Dallas_Salt Lake City,Trip_13,2022-07-15 09:02:20.021423,Laramie,Wyoming,41.3099,-105.6085
Chicago_Dallas,Trip_17,2022-07-15 09:29:04.455874,Oklahoma City,Oklahoma,35.4676,-97.5136
San Francisco_Salt Lake City,Trip_17,2022-07-15 10:18:31.487810,Auburn,California,38.895,-121.0777
Phoenix_San Antonio,Trip_14,2022-07-15 10:52:17.775580,Benson,Arizona,31.9157,-110.3257
Portland_Los Angeles,Trip_13,2022-07-15 12:07:40.630822,Modesto,California,37.6375,-121.0028
Chicago_Dallas,Trip_17,2022-07-15 17:17:14.390775,Tulsa,Oklahoma,36.1283,-95.9042
San Francisco_Salt Lake City,Trip_17,2022-07-16 00:04:13.208243,Truckee,California,39.3455,-120.1848
Phoenix_San Antonio,Trip_14,2022-07-16 02:54:30.205405,Willcox,Arizona,32.2515,-109.8359
Portland_Los Angeles,Trip_13,2022-07-16 03:06:20.597758,Stockton,California,37.9765,-121.3109
Chicago_Dallas,Trip_17,2022-07-16 04:52:56.370614,Joplin,Missouri,37.0757,-94.5018
San Francisco_Salt Lake City,Trip_17,2022-07-16 06:14:49.530841,Reno,Nevada,39.5497,-119.8483
Dallas_Salt Lake City,Trip_13,2022-07-16 06:30:32.178536,Rawlins,Wyoming,41.7849,-107.2265
Chicago_Dallas,Trip_17,2022-07-16 10:29:31.325123,Springfield,Missouri,37.1943,-93.2916
Portland_Los Angeles,Trip_13,2022-07-16 12:12:23.932093,Sacramento,California,38.5677,-121.4685
Phoenix_San Antonio,Trip_14,2022-07-16 15:57:14.031689,Lordsburg,New Mexico,32.3438,-108.7021
Chicago_Dallas,Trip_17,2022-07-16 17:27:37.791979,Rolla,Missouri,37.9459,-91.7607
Dallas_Salt Lake City,Trip_13,2022-07-16 19:04:45.465500,Rock Springs,Wyoming,41.5947,-109.2209
San Francisco_Salt Lake City,Trip_17,2022-07-16 22:59:50.630925,Fernley,Nevada,39.5627,-119.1906
Phoenix_San Antonio,Trip_14,2022-07-17 06:54:27.565092,Deming,New Mexico,32.2631,-107.7525
Dallas_Salt Lake City,Trip_13,2022-07-17 11:35:57.607654,Evanston,Wyoming,41.2602,-110.9646
Chicago_Dallas,Trip_17,2022-07-17 12:41:53.087009,St. Louis,Missouri,38.6359,-90.2451
Phoenix_San Antonio,Trip_14,2022-07-17 18:15:52.070122,Las Cruces,New Mexico,32.3265,-106.7893
Dallas_Salt Lake City,Trip_13,2022-07-17 18:31:42.631349,Salt Lake City,Utah,40.7776,-111.9311
San Francisco_Salt Lake City,Trip_17,2022-07-17 18:44:34.959871,Winnemucca,Nevada,40.9645,-117.7247
Portland_Los Angeles,Trip_13,2022-07-17 19:36:24.955704,Redding,California,40.5698,-122.365
San Francisco_Salt Lake City,Trip_17,2022-07-18 04:25:15.883219,Elko,Nevada,40.8381,-115.7678
Chicago_Dallas,Trip_17,2022-07-18 04:30:31.921711,Springfield,Illinois,39.7709,-89.654
Portland_Los Angeles,Trip_13,2022-07-18 05:20:42.765853,Yreka,California,41.7291,-122.6312
Phoenix_San Antonio,Trip_14,2022-07-18 05:30:28.072930,El Paso,Texas,31.8476,-106.43
Dallas_Salt Lake City,Trip_13,2022-07-18 06:29:25.056554,Salt Lake City,Utah,40.7776,-111.9311
Dallas_Salt Lake City,Trip_13,2022-07-18 11:52:21.250578,Evanston,Wyoming,41.2602,-110.9646
Portland_Los Angeles,Trip_13,2022-07-18 15:40:48.937034,Ashland,Oregon,42.1905,-122.6992
Chicago_Dallas,Trip_17,2022-07-18 20:30:58.596229,Bloomington,Illinois,40.4757,-88.9703
Phoenix_San Antonio,Trip_14,2022-07-18 21:40:58.331069,Van Horn,Texas,31.0407,-104.8341
San Francisco_Salt Lake City,Trip_17,2022-07-18 22:14:15.285369,Wendover,Utah,40.7241,-114.025
Dallas_Salt Lake City,Trip_13,2022-07-19 05:57:53.023295,Rock Springs,Wyoming,41.5947,-109.2209
Portland_Los Angeles,Trip_13,2022-07-19 06:29:56.556259,Medford,Oregon,42.3372,-122.854
San Francisco_Salt Lake City,Trip_17,2022-07-19 10:27:53.065028,Salt Lake City,Utah,40.7776,-111.9311
Phoenix_San Antonio,Trip_14,2022-07-19 13:29:35.452196,Fort Stockton,Texas,30.8926,-102.8842
Chicago_Dallas,Trip_17,2022-07-19 13:35:09.748198,Chicago,Illinois,41.8375,-87.6866
Chicago_Dallas,Trip_18,2022-07-19 13:35:09.748198,Chicago,Illinois,41.8375,-87.6866
San Francisco_Salt Lake City,Trip_17,2022-07-19 14:17:36.358634,Salt Lake City,Utah,40.7776,-111.9311
Portland_Los Angeles,Trip_13,2022-07-19 15:03:47.548422,Roseburg,Oregon,43.2231,-123.352
Dallas_Salt Lake City,Trip_13,2022-07-19 16:42:08.861583,Rawlins,Wyoming,41.7849,-107.2265
Dallas_Salt Lake City,Trip_13,2022-07-20 02:24:38.422691,Laramie,Wyoming,41.3099,-105.6085
Chicago_Dallas,Trip_18,2022-07-20 04:42:13.823205,Bloomington,Illinois,40.4757,-88.9703
Portland_Los Angeles,Trip_13,2022-07-20 05:41:11.150317,Eugene,Oregon,44.0564,-123.1174
Phoenix_San Antonio,Trip_14,2022-07-20 10:52:07.721601,Ozona,Texas,30.7074,-101.206
San Francisco_Salt Lake City,Trip_17,2022-07-20 11:34:49.992982,Wendover,Utah,40.7241,-114.025
Dallas_Salt Lake City,Trip_13,2022-07-20 14:31:27.409738,Cheyenne,Wyoming,41.135,-104.7902
Chicago_Dallas,Trip_18,2022-07-20 16:14:53.180648,Springfield,Illinois,39.7709,-89.654
Phoenix_San Antonio,Trip_14,2022-07-20 18:29:12.907707,Sonora,Texas,30.5707,-100.6423
Portland_Los Angeles,Trip_13,2022-07-20 18:32:48.241661,Salem,Oregon,44.9233,-123.0244
Dallas_Salt Lake City,Trip_13,2022-07-20 22:58:31.080052,Denver,Colorado,39.762,-104.8758
